"Codigo","Nombre","cantidad","Descripcion","Categoria","Etiquetas","Precio","URL FOTO",""
"116","Papas Margarita  Fritas Pollo","5","Bolsa x 105 gr","Pasabocas","Papas Fritas y Paquetes","3400","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3484417-1000-1000/7702189053770.jpg?v=637175561929570000",""
"117","Papas Margarita Onduladas  Tomate","5","Bolsa x 105 gr","Pasabocas","Papas Fritas y Paquetes","3400","https://metrocolombiafood.vteximg.com.br/arquivos/ids/259437-1000-1000/7702189053848.jpg?v=637175640797800000",""
"118","Papas Margarita Onduladas  Mayonesa","5","Bolsa x 105 gr","Pasabocas","Papas Fritas y Paquetes","3400","https://metrocolombiafood.vteximg.com.br/arquivos/ids/259435-1000-1000/7702189053831.jpg?v=637175640793430000",""
"119","Papas Margarita Receta Clasica Alitas BBQ","5","Bolsa x 120 gr","Pasabocas","Papas Fritas y Paquetes","3900","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3484397-1000-1000/7702189051455.jpg?v=637175561863830000",""
"120","Papas Margarita Receta Clasica Sal","5","Bolsa x 120 gr","Pasabocas","Papas Fritas y Paquetes","3900","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3484396-1000-1000/7702189051431.jpg?v=637175561850070000",""
"121","Papas Margarita Fosforito","5","Bolsa x 182 gr","Pasabocas","Papas Fritas y Paquetes","4100","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/190424-1000-1000/7702189033093.jpg?v=636162204226800000",""
"122","Choclitos Margarita ","5","Bolsa x 230 gr","Pasabocas","Papas Fritas y Paquetes","3700","https://secureservercdn.net/50.62.88.95/vx2.bc3.myftpupload.com/wp-content/uploads/2019/05/7702189045799.jpg?time=1599745994",""
"123","Doritos Margarita ","5","Bolsa x 185 gr","Pasabocas","Papas Fritas y Paquetes","4300","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3484386-1000-1000/7702189045782.jpg?v=637175561819070000",""
"124","Cheetos Boliquesos Margarita","5","Bolsa x 160 gr","Pasabocas","Papas Fritas y Paquetes","3200","https://metrocolombiafood.vteximg.com.br/arquivos/ids/259395-1000-1000/7702189045577.jpg?v=637175640651200000",""
"125","Cheetos Horneados Margarita Picantes","5","Bolsa x 43 gr","Pasabocas","Papas Fritas y Paquetes","1000","https://metrocolombiafood.vteximg.com.br/arquivos/ids/259449-1000-1000/7702189054739.jpg?v=637175640838030000",""
"126","Cheetos Horneados Margarita Naturales","5","Bolsa x 43 gr","Pasabocas","Papas Fritas y Paquetes","1000","https://metrocolombiafood.vteximg.com.br/arquivos/ids/259445-1000-1000/7702189054708.jpg?v=637175640828530000",""
"127","Papas Yupi Golpe Con Todo Ranchero ","5","Bolsa x 250 gr","Pasabocas","Papas Fritas y Paquetes","5200","https://cdn.totalcode.com/la14/product-zoom/es/golpe-con-todo-ranchero-250g-2.jpg",""
"128","Papas Yupi Golpe Con Todo Original","5","Bolsa x 140 gr","Pasabocas","Papas Fritas y Paquetes","3400","https://cdn.totalcode.com/la14/product-zoom/es/golpe-con-todo-original-140g-1.jpg",""
"129","Papas Yupi Golpe Con Todo Ranchero ","5","Bolsa x 140 gr","Pasabocas","Papas Fritas y Paquetes","3400","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/174666-750-750/7703133073509---1.jpg?v=636112866901500000",""
"130","Papas Yupi Golpe Con Todo Mayonesa","5","Bolsa x 140 gr","Pasabocas","Papas Fritas y Paquetes","3400","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3531092-750-750/7703133086745.jpg?v=637310525651830000",""
"131","Papas Yupi Rizadas Mayonesa","5","Bolsa x 250 gr","Pasabocas","Papas Fritas y Paquetes","5200","https://exitocol.vtexassets.com/arquivos/ids/1818135-800-auto?width=800&height=auto&aspect=true",""
"132","Papas Yupi Rizadas Natural","5","Bolsa x 110 gr","Pasabocas","Papas Fritas y Paquetes","3200","https://exitocol.vtexassets.com/arquivos/ids/1818144-800-auto?width=800&height=auto&aspect=true",""
"133","Papas Yupi Rizadas Tomate","5","Bolsa x 110 gr","Pasabocas","Papas Fritas y Paquetes","3200","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3409977-1000-1000/7703133088121.jpg?v=636918079591070000",""
"134","Papas Yupi Rizadas Mayonesa","5","Bolsa x 110 gr","Pasabocas","Papas Fritas y Paquetes","3200","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3531098-1000-1000/7703133088510.jpg?v=637310525670300000",""
"135","Papas Yupi Rizadas Pollo","5","Bolsa x 110 gr","Pasabocas","Papas Fritas y Paquetes","3200","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3531097-1000-1000/7703133088497.jpg?v=637310525666700000",""
"136","Papas Yupi Rizadas Limon","5","Bolsa x 110 gr","Pasabocas","Papas Fritas y Paquetes","3200","https://exitocol.vtexassets.com/arquivos/ids/1818147-800-auto?width=800&height=auto&aspect=true",""
"137","Tosti Nacho Queso Yupi ","5","Bolsa x 160 gr","Pasabocas","Papas Fritas y Paquetes","2700","https://exitocol.vtexassets.com/arquivos/ids/1818153-800-auto?width=800&height=auto&aspect=true",""
"138","Tocinetas Fred Yupi ","5","Bolsa x 100 gr","Pasabocas","Papas Fritas y Paquetes","3300","https://metrocolombiafood.vteximg.com.br/arquivos/ids/278588-1000-1000/7703133007283.jpg?v=637310528525400000",""
"139","Trocipollo Chefrito ","5","Bolsa x 130 gr","Pasabocas","Papas Fritas y Paquetes","2700","https://cdn.derematazo.com/wp-content/uploads/2019/08/Chefrito-trocipollo-X-130g-20027.jpg",""
"140","Palokitos Chefrito Limon","5","Bolsa x 130 gr","Pasabocas","Papas Fritas y Paquetes","2700","https://cdn.derematazo.com/wp-content/uploads/2019/08/Palitos-Palokitos-limon-x-130-g-69547.jpg",""
"141","Tocinetas Chefrito","5","Bolsa x 40 gr","Pasabocas","Papas Fritas y Paquetes","1600","https://merkeygane.com/1923-home_default/tocineta.jpg",""
"142","Mortadela Zenu","5","Bolsa x 250 ","Lacteo/Huevos y refrigerados","Carnes frias y Embutidos","4300","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3515151-1000-1000/7701101270059-1.jpg?v=637279379684170000",""
"143","Mortadela Zenu","5","Bolsa x 450 ","Lacteo/Huevos y refrigerados","Carnes frias y Embutidos","6800","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3515154-1000-1000/7701101270349-1.jpg?v=637279379697970000",""
"144","Mortadela Zenu Pollo","5","Bolsa x 250 ","Lacteo/Huevos y refrigerados","Carnes frias y Embutidos","4300","https://exitocol.vtexassets.com/arquivos/ids/1964434/Mortadela-Pollo-X-250g-245125_b.png?v=637258602142030000",""
"145","Mortadela Zenu Pollo","5","Bolsa x 450 ","Lacteo/Huevos y refrigerados","Carnes frias y Embutidos","6900","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3515153-1000-1000/7701101270332-1.jpg?v=637279379696530000",""
"146","Mortadela Rica","5","Bolsa x 250 ","Lacteo/Huevos y refrigerados","Carnes frias y Embutidos","3700","https://metrocolombiafood.vteximg.com.br/arquivos/ids/273476-1000-1000/7702398001401-1.jpg?v=637280281908130000",""
"147","Mortadela Rica","5","Bolsa x 450 ","Lacteo/Huevos y refrigerados","Carnes frias y Embutidos","5400","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3515457-750-750/7702398001449-1.jpg?v=637280282213170000",""
"148","Mortadela Rica Pollo","5","Bolsa x 250 ","Lacteo/Huevos y refrigerados","Carnes frias y Embutidos","4300","https://mk0mercasmart8va0b4r.kinstacdn.com/wp-content/uploads/2020/06/7702398001661_H1C1-1-MORTADELA-RICA-POLLO-X-250.jpg",""
"149","Jamon Zenu","5","Bolsa x 230","Lacteo/Huevos y refrigerados","Carnes frias y Embutidos","6400","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3515155-750-750/7701101280638-1.jpg?v=637279379703730000",""
"150","Jamon Zenu","5","Bolsa x 450 ","Lacteo/Huevos y refrigerados","Carnes frias y Embutidos","10400","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3515157-750-750/7701101280645-1.jpg?v=637279379720170000",""
"151","Jamon Rica","5","Bolsa x 230","Lacteo/Huevos y refrigerados","Carnes frias y Embutidos","5600","https://mk0mercasmart8va0b4r.kinstacdn.com/wp-content/uploads/2020/06/7702398017877_H1C1JAMON-IDEAL-X-230.jpg",""
"152","Jamon Rica","5","Bolsa x 400 ","Lacteo/Huevos y refrigerados","Carnes frias y Embutidos","7500","https://mercaldas.vteximg.com.br/arquivos/ids/187364-400-400/Jamon-RICA-ideal-x400-g.jpg?v=637141071050670000",""
"153","Jamon Pietran","5","Bolsa x 230","Lacteo/Huevos y refrigerados","Carnes frias y Embutidos","7900","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3516939-1000-1000/7701101356098-1.jpg?v=637285313006770000",""
"154","Jamon Pietran","5","Bolsa x 431","Lacteo/Huevos y refrigerados","Carnes frias y Embutidos","13800","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3534241-1000-1000/7701101358542.jpg?v=637321696275630000",""
"155","Salchicha Tradicional Zenu","5","Bolsa x 225","Lacteo/Huevos y refrigerados","Carnes frias y Embutidos","4500","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3515145-1000-1000/7701101261071-1.jpg?v=637279379656200000",""
"156","Salchicha Zenu Perro Caliente","5","Bolsa x 240 ","Lacteo/Huevos y refrigerados","Carnes frias y Embutidos","5200","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3515150-750-750/7701101261521-1.jpg?v=637279379677130000",""
"157","Salchicha Zenu Perro Caliente","5","Bolsa x 480 ","Lacteo/Huevos y refrigerados","Carnes frias y Embutidos","9600","https://larecetta.com/pub/media/catalog/product/cache/c687aa7517cf01e65c009f6943c2b1e9/h/t/httpsstorage.googleapis.comlarecetta-ibis-images1012343.jpg",""
"158","Salchicha Rica ","5","Bolsa x 230 ","Lacteo/Huevos y refrigerados","Carnes frias y Embutidos","4100","https://mk0mercasmart8va0b4r.kinstacdn.com/wp-content/uploads/2020/06/7702398027425-1-7.jpg",""
"159","Salchicha Rica ","5","Bolsa x 500","Lacteo/Huevos y refrigerados","Carnes frias y Embutidos","6500","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3515473-1000-1000/7702398027432-1.jpg?v=637280282262030000",""
"160","Salchicha Rica Llanera","5","Bolsa x 500","Lacteo/Huevos y refrigerados","Carnes frias y Embutidos","9200","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3515473-1000-1000/7702398027432-1.jpg?v=637280282262030000",""
"161","Salchicha Ranchera","5","Bolsa x 230","Lacteo/Huevos y refrigerados","Carnes frias y Embutidos","8100","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3515446-750-750/7701101247273-1.jpg?v=637280282176130000",""
"162","Salchicha Ranchera","5","Bolsa x 480 ","Lacteo/Huevos y refrigerados","Carnes frias y Embutidos","14900","https://exitocol.vtexassets.com/arquivos/ids/1975588/Salchicha-Ranchera-X-480-G-1047205_b.png?v=637259075909300000",""
"163","Salchichon Zenu Cervecero ","5","Barra x 900","Lacteo/Huevos y refrigerados","Carnes frias y Embutidos","14200","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3515127-1000-1000/7701101246894-1.jpg?v=637279379579500000",""
"164","Salchichon Zenu Tradicional","5","Bolsa x 225","Lacteo/Huevos y refrigerados","Carnes frias y Embutidos","3900","https://admin.consumo.com.co/backend/admin/backend/web/archivosDelCliente/items/images/Carnes-Frescas-Procesadas-y-Congeladas-Carnes-Frias-SALCHICHON-ZENU-X-225-GR-TRADICIONAL-113820200606233301.jpg",""
"165","Salchichon Zenu Pollo","5","Bolsa x 250","Lacteo/Huevos y refrigerados","Carnes frias y Embutidos","3400","https://supermercadocomunal.com/557-large_default/salchichon-zenu-brost-250-gr.jpg",""
"166","Chorizo Zenu Ternera","5","Bolsa x 235","Lacteo/Huevos y refrigerados","Carnes frias y Embutidos","5900","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3515172-750-750/7701101357231-1.jpg?v=637279379819400000",""
"167","Chorizo Rica ","5","Bolsa x 400","Lacteo/Huevos y refrigerados","Carnes frias y Embutidos","7400","https://i2.wp.com/mercaenlinea.nyc3.digitaloceanspaces.com/2019/06/chorizo_rica_400gr.jpg?fit=700%2C700&ssl=1",""
"168","Chorizo Rica ","5","Bolsa x 165","Lacteo/Huevos y refrigerados","Carnes frias y Embutidos","3300","https://i1.wp.com/mercaenlinea.nyc3.digitaloceanspaces.com/2019/10/chorizo_rica_165gr.jpg?fit=600%2C600&ssl=1",""
"169","Rollo Carne Rica","5","Bolsa x 450 ","Lacteo/Huevos y refrigerados","Carnes frias y Embutidos","6900","https://www.rica.com.co/wp-content/uploads/2017/08/Producto16.png",""
"170","Hamburguesa Ranchera ","5","Bolsa x 130","Lacteo/Huevos y refrigerados","Carnes frias y Embutidos","3500","https://mistiendas.com.co/plazaoeste/1181-large_default/hamburguesa-ranchera-x130.jpg",""
"171","Jamon Seleccionado Colanta","5","Bolsa x 250","Lacteo/Huevos y refrigerados","Carnes frias y Embutidos","5300","https://www.eurosupermercados.com/eurosupermercado2020//contenidos/images/ecommerce_productos/7702129075251.jpg",""
"172","Jamon Seleccionado Colanta","5","Bolsa x 500","Lacteo/Huevos y refrigerados","Carnes frias y Embutidos","9900","https://colanta.com/sabe-mas/wp-content/uploads/2019/11/jamon-seleccionado-500-g_1000x1000.png",""
"173","Morcilla Colanta","5","Bolsa x 250","Lacteo/Huevos y refrigerados","Carnes frias y Embutidos","3400","https://colsubsidiogrocery.vtexassets.com/arquivos/ids/158027-800-450?width=800&height=450&aspect=true",""
"174","Morcilla Colanta","5","Bolsa x 500","Lacteo/Huevos y refrigerados","Carnes frias y Embutidos","6400","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3485044-1000-1000/7702129072809.jpg?v=637179144028930000",""
"175","Salchicha Colanta","5","Bolsa x 250","Lacteo/Huevos y refrigerados","Carnes frias y Embutidos","3800","https://metrocolombiafood.vteximg.com.br/arquivos/ids/259589-750-750/7702129073141.jpg?v=637179150076700000",""
"176","Salchicha Colanta","5","Bolsa x 500","Lacteo/Huevos y refrigerados","Carnes frias y Embutidos","7100","https://colanta.com/sabe-mas/wp-content/uploads/2019/11/salchicha-seleccionada-500-g_1000x1000.png",""
"177","Salchicha Colanta XL","5","Bolsa x 400","Lacteo/Huevos y refrigerados","Carnes frias y Embutidos","4900","https://exitocol.vtexassets.com/arquivos/ids/1994125-800-auto?width=800&height=auto&aspect=true",""
"178","Chorizo Colanta Ternera","5","Bolsa x 250","Lacteo/Huevos y refrigerados","Carnes frias y Embutidos","5600","https://images.jumpseller.com/store/mercappdos/4164236/montefrio021.jpg?0",""
"179","Chorizo Colanta Ternera","5","Bolsa x 500","Lacteo/Huevos y refrigerados","Carnes frias y Embutidos","10400","https://colanta.com/sabe-mas/wp-content/uploads/2019/11/chorizo-con-ternera-500-g_1000x1000.png",""
"180","Chorizo Colanta Santarrosano","5","Bolsa x 250","Lacteo/Huevos y refrigerados","Carnes frias y Embutidos","5500","https://metrocolombiafood.vteximg.com.br/arquivos/ids/167610-1000-1000/7702129072564-1.jpg?v=636671030144470000",""
"181","Chorizo Colanta Santarrosano","5","Bolsa x 500","Lacteo/Huevos y refrigerados","Carnes frias y Embutidos","11200","https://colanta.com/sabe-mas/wp-content/uploads/2019/11/chorizo-santarrosano-500-g_1000x1000.png",""
"182","Chorizo Colanta Campeisno","5","Bolsa x 250","Lacteo/Huevos y refrigerados","Carnes frias y Embutidos","5300","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3323040-1000-1000/7702129072342-1.jpg?v=636670897053430000",""
"183","Chorizo Colanta Campeisno","5","Bolsa x 500","Lacteo/Huevos y refrigerados","Carnes frias y Embutidos","9900","https://colanta.com/sabe-mas/wp-content/uploads/2019/11/chorizo-campesino-500-g_1000x1000.png",""
"184","Tocineta Colanta ","5","Bolsa x 150 ","Lacteo/Huevos y refrigerados","Carnes frias y Embutidos","6600","https://exitocol.vtexassets.com/arquivos/ids/1992370/TOCINETA-35898_a.png?v=637261651221770000",""
"185","Hamburguesa Colanta ","5","Bolsa x 500 ","Lacteo/Huevos y refrigerados","Carnes frias y Embutidos","8500","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3490343-1000-1000/7702129076531.jpg?v=637200604393700000",""
"186","Mortadela La Esperanza ","5","Bolsa x 250","Lacteo/Huevos y refrigerados","Carnes frias y Embutidos","3400","foto",""
"187","Mortadela La Esperanza ","5","Bolsa x 500","Lacteo/Huevos y refrigerados","Carnes frias y Embutidos","5800","foto",""
"188","Jamon La Esperanza","5","Bolsa x 250","Lacteo/Huevos y refrigerados","Carnes frias y Embutidos","4700","foto",""
"189","Jamon La Esperanza","5","Bolsa x 500","Lacteo/Huevos y refrigerados","Carnes frias y Embutidos","7500","foto",""
"190","Hamburguesa La Esperanza Res","5","Bolsa x 450 ","Lacteo/Huevos y refrigerados","Carnes frias y Embutidos","8100","foto",""
"191","Hamburguesa La Esperanza Pollo","5","Bolsa x 450 ","Lacteo/Huevos y refrigerados","Carnes frias y Embutidos","8100","https://d50xhnwqnrbqk.cloudfront.net/images/products/app/Hamburguesa-pollo.jpg",""
"192","Salchicha La Esperanza Mini Manguera","5","Bolsa x 480 ","Lacteo/Huevos y refrigerados","Carnes frias y Embutidos","4200","https://d50xhnwqnrbqk.cloudfront.net/images/products/app/salchicha.jpg",""
"193","Salchicha La Esperanza Perro Caliente","5","Bolsa x 500","Lacteo/Huevos y refrigerados","Carnes frias y Embutidos","7200","foto",""
"194","Chorizo La Esperanza Mexicano","5","Bolsa x 500","Lacteo/Huevos y refrigerados","Carnes frias y Embutidos","9600","https://d50xhnwqnrbqk.cloudfront.net/images/products/app/Chorizo-mexicano.jpg",""
"195","Chorizo La Esperanza Coctel","5","Bolsa x 250","Lacteo/Huevos y refrigerados","Carnes frias y Embutidos","5900","https://d50xhnwqnrbqk.cloudfront.net/images/products/app/Chorizo-coctel.jpg",""
"196","Tocineta La Esperanza ","5","Bolsa x 150","Lacteo/Huevos y refrigerados","Carnes frias y Embutidos","3800","https://s.cornershopapp.com/product-images/1367291.jpg?versionId=A5oVBQDsQWUESWDFQzGUTU43ohrFwZkF",""
"197","Arepas Don Felipe Pequeñas","5","Bolsa x 350 gr","Lacteo/Huevos y refrigerados","Arepas","1600","foto",""
"198","Arepas Don Felipe Cafeteras","5","Bolsa x 480 gr","Lacteo/Huevos y refrigerados","Arepas","2000","foto",""
"199","Arepas Don Felipe Plancha ","5","Bolsa x 730 gr","Lacteo/Huevos y refrigerados","Arepas","3000","foto",""
"200","Arepas Don Felipe Medianas Queso","5","Bolsa x 380 gr","Lacteo/Huevos y refrigerados","Arepas","2800","foto",""
"201","Arepas Don Felipe Plancha  Queso","5","Bolsa x 350 gr","Lacteo/Huevos y refrigerados","Arepas","2800","foto",""
"202","Arepas Don Felipe Rellenas de Queso","5","Bolsa x 800 gr","Lacteo/Huevos y refrigerados","Arepas","4300","foto",""
"203","Arepas Don Felipe Chocolo","5","Bolsa x 330 gr","Lacteo/Huevos y refrigerados","Arepas","2000","foto",""
"204","Huevos Tipo A","5","Cubeta x 30 ","Lacteo/Huevos y refrigerados","Huevos","7600","https://d50xhnwqnrbqk.cloudfront.net/images/products/large/HUEVOSA30-800x800.jpg",""
"205","Huevos Tipo AA","5","Cubeta x 30 ","Lacteo/Huevos y refrigerados","Huevos","8900","https://esenserio.com/wp-content/uploads/2020/04/carton30huevos.jpg",""
"206","Huevos Extra","5","Cubeta x 30 ","Lacteo/Huevos y refrigerados","Huevos","9900","https://quoagro.com/wp-content/uploads/2020/07/Huevos30.jpg",""
"207","Queso El Potal Tajado","5","Bolsa x 480 gr","Lacteo/Huevos y refrigerados","Quesos","8100","foto",""
"208","Queso El Potal Tajado","5","Bolsa x 240 gr","Lacteo/Huevos y refrigerados","Quesos","4200","foto",""
"209","Queso El Portal Entero","5","Bolsa x 480 gr","Lacteo/Huevos y refrigerados","Quesos","8100","foto",""
"210","Queso El Portal Entero","5","Bolsa x 240 gr","Lacteo/Huevos y refrigerados","Quesos","4100","foto",""
"211","Queso MilkChefs Campesino ","5","Bolsa x 250 gr","Lacteo/Huevos y refrigerados","Quesos","4100","foto",""
"212","Queso Lactimuu Entero ","5","Bolsa x 1.250 gr","Lacteo/Huevos y refrigerados","Quesos","18500","foto",""
"213","Queso Lactimuu Entero ","5","Bolsa x 400 gr","Lacteo/Huevos y refrigerados","Quesos","6800","foto",""
"214","Queso Lactimuu Entero ","5","Bolsa x 240 gr","Lacteo/Huevos y refrigerados","Quesos","4500","foto",""
"215","Queso Lactimuu Tajado","5","Bolsa x 500 gr","Lacteo/Huevos y refrigerados","Quesos","7950","foto",""
